texto_review,sentimento_real,sentimento_previsto
Super rápida a entrega. Produto bem embalado.,1,1
"Eu recomendo este produto.Lindo, bem embalado, resistente.",1,1
Pontualidade,1,1
eu recomendo produto muito bom recebi antes do prazo ,1,1
Alguns produtos vc compra e não tem. Como o silicone de esteira,0,1
"Comprei uma lixeira para cozinha, conforme a foto com suporte somente para o pé da lixeira, veio o suporte errado para banheiro com porta papel higiênico.",0,0
Recomendo. Produtos de ótima qualidade.,1,1
Tudo mto bom.,1,1
Muito satisfeito com a compra produto de ótima qualidade e a entrega foi feito antes do prazo estipulado. ,1,1
Produto de excelente qualidade muito bonito .targaryen esta de parabéns entrega antes do prazo muito bem embalado ficou lindo na minha cozinha...amei.,1,1
"Comprei 2 redes e recebi apenas 1, aguardo solução. 

Qualidade inferior a imaginada, tecido fino e quente.

*Frustrada",0,0
"Produto Top.
",1,1
"Gostei, muito, voltarei a comprar novamente",1,1
Produto muito útil e ótima qualidade,1,1
"Esta loja e excelente para fazer compras
",1,1
Ótimo produto! Atendeu as minhas expectativas! Os tamanhos excelentes! Gostei da vedação! ,1,1
super indico para quem tem enxaqueca e olheiras como eu....!,1,1
Eu recebi o produto dentro da data ,0,1
Comprei 02 e entregaram 01 e com defeito. Não funciona ,0,0
"Estou aguardando uma resposta, pois minha entrega foi entregue parcialmente, esta faltando uma luminária.",0,0
"Novo, lacrado, otimo atendimento, recomendo",1,1
Muito rápido a stark sempre 10 bem antes do prazo produto certinho!!!,1,1
correta ,1,1
Apenas embalagem aberta..acho q devido transporte,1,1
"Muito embora a entrega tenha acontecido dentro do prazo, achei longo o prazo para a entrega.",1,1
Fui enganado por essa loja pois so me enviaram metade do kit que eu comprei São golpistas!!!,0,0
Ok conforme anunciado,1,1
bacana demais ,1,1
Sempre recebo no prazo . Compro sempre nesse site . ,1,1
preço justo,1,1
O produto foi entregue rapidamente e em perfeitas condições.,1,1
"O produto foi entregue em tempo recorde!
Perfeito",1,1
"gostaria de um parecer sobre o meu produto me deram prazo de dois dias uteis e até agora não sei do meu produto ,fiz duas ligações até o momento não fui comunicado até o momento do prazo final 23/3/18",0,0
Compro a bastante tempo nas lannister e os produtos sempre chegam bem antes do prazo e são de ótimas qualidades ,1,1
"Eles anunciam um produto, entregam outro.

Não compro mais nesse loja e o pior é que esta difícil comprar no stark, tamanha a quantidade de lojistas ruins como esse.
",0,0
"Mochila muito bonita,só imaginei que fosse menor.",1,1
"Já comprei várias vezes no site ""lannister"";mas
desta última vez,fiz uma compra de um TONER no
04.10.16 e só prometeram p/ 25.11.16 e ainda não
recebi o produto.",0,0
"Comprei dois pendentes,Quando fui fazer a retirada nos Correios só tinha um. Estou aguardado uma posição da empresa.",0,0
Muito bom,1,1
Satisfeito com a compra e entregue antes do prazo! ,1,1
"Recebi o produto antes do prazo, em bom estado e superou minha espectativa.
Obrigada por sempre me atender super bem com produtos de qualidades.",1,1
"Recebi o produto dentro do prazo, porém a tensão (comumente chama de voltagem) da lampada não está de acordo com a informada no plug do suporte. O Suporte e para 250V e a lampada 127 V.",0,1
Entrega antes do previsto. Tudo ótimo!,1,1
Meu neto adorou!,1,1
Multi Bom products entregue antes do Prato recomendo,1,1
"o mouse que eu queria veio errado, pois as especificações não são claras, eu pensei que o mouse era sem fio, porém o mesmo é com fio. Mas dentro do que foi ""pedido"" veio certo.",0,0
"Comprei varias coisas pelo site das lannister, e nunca tive nenhum problema, sequer atrasos. 
Muito bom!!! ",1,1
"O relógio que eu comprei da marca Oakley é falso, estou no aguardo de uma solução para meu problema que me agrade.",0,0
"Muito eficiente a entrega, com produto de qualidade.👍",1,1
"Produtos com qualidade, entregues antes do prazo.",1,1
"Bom dia estou aguardando a minha encomenda não chegou eu já paguei no cartão foi parcelado em 10 vezes, agora guando chegar eu mudo a minha opinião, era pra dar de presente ",0,0
O produto veio com defeito ele não liga não funciona quero trocar,0,0
"Produto pago, mas não houve entrega até agora.",0,0
"Gostei da manta, só deixa a desejar em relação ao aquecimento. Fraco e em um único ponto. Somente na cervical. Comprei pq se diferenciava das demais mantas,(mais em conta) pelo aquecimento.",1,0
"Carregador e fone muito frágeis, não prece original.",0,0
"Muito bom, estou satisfeita..rapidez na entrega, produto excelente. Chegou antes do previsto.",1,1
"
Os pneus que eu comprei só veio dois dos quatro que eu comprei ",0,0
"Produto preto, reembalado na caixa de um branco. Muito amassado no fundo em um modo que qlr um perceberia, não estabiliza. Caixa em perfeito estado, foi amassado antes de ser entregue aos correios.",0,1
"Comprei um produto e veio outro.
Mandei msg informando o erro , porém não obtive resposta.
Obrigado ",0,0
Na nota fiscal estava Pro Life e não targaryen . Mas recebi o produto certinho antes do prazo!,1,1
"É menor do que eu esperava, mas é bem bonitinho, deixou o banheiro mais apresentável. Compraria novamente.",1,1
Como descrito na foto...muito lindo e veio muito rápido.,1,1
"produto bom,entrega no tempo previsto, recomendo.",1,1
Produto exatamente com imaginei. Lindo.,1,1
Excelente Produto e entrega dentro do prazo. Recomendo a todos.,1,1
Ainda não recebi. Os correios não atualiza o site. Quero saber o que aconteceu. ,1,0
N gostei do produto n era oq imaginei nem oq eu eeperava,0,1
Super recomendo maravilhosa muito boa ,1,1
"O produto chegou antes do prazo, de muito boa qualidade, de fácil colocação, O filtro não possui gosto forte. A torneira possui dois modos de jatos, chuveiro e continuo, além de ser articulada. Ótima!",1,1
"Superou nossas expectativas, mochila linda , bem espaçosa. Super recomendo a mochila é top!",1,1
tudo ok,1,1
Bom. Entrega demorada.,1,1
o produto demora muita para chegar !,0,0
entregue no prazo,1,1
"Minha entrega ainda não foi realizada.Achei que não passaria do prazo estipulado. Informaram que vieram,mas ninguém ouviu chamarem.Isso que dá colocar nos Correios.",0,0
Recebi certinho e no prazo estou satisfeita,1,1
Eu recomendo,1,1
Produto chegou no prazo e em perfeitas condições....,1,1
"Continuo aguardando a segunda unidade,feita em outra postagem.Fiz inúmeras compras nesse site sem ter tido problemas.acredito que no referido pedido, também tenha sucesso.",1,0
Não gostei por que me mandaram a cor errada,0,0
"Recebi bem antes do prazo. Produto e o que eu esperava. Uma coisa que eu queria era a saída para cinto de seguranca, que tinha. Simples, mas o valor vale a pena. Impermeável. Fiquei contente!",1,1
"Paguei mais caro e esperei mais tempo pra receber escovas Dourada e Branca...

No fim das contas recebi 2 escovas ROSA.",0,0
Chegou rápido,1,1
sem comentarios,1,1
O produto veio errado e ainda não me retornaram para fazer a troca.,0,0
O bolso externo de zíper é ideal para moedas.,1,1
Atendimento muito bom estão de parabéns em tudo ,1,1
Mto lindo amei,1,1
"excelente vendedor
",1,1
"Foi enviado produto Diferente daquele do anúncio. Solicitei devolver o produto e receber o valor pago, porém ainda não tive resposta. Espero resolver este desagradável problema de forma consensual.",0,0
O produto não foi entregue e nem ligaram para avisar o motivo de não ter acontecido a entrega,0,0
NO SITE MOSTRA UM PRODUTO E ENTRAGA OUTRO E NÃO ACEITA QUE ESTÁ ERRADO. NUNCA MAIS COMPRO DAS lannister,0,0
Ótimo produto e a entrega foi muito rápido ,1,1
Muita demora e nenhuma informação! ,0,0
Ótimo produto e atendimento,1,1
Entregou antes do prazo previsto,1,1
"Entrega muito rápida, produto muito bom também ",1,1
Muito bom o produto. ,1,1
Olá...o produto nao foi entregue em minha residência. ,0,0
Recebi tudo em dia e todos os produtos de boa qualidade!,1,1
"JÁ SOU CLIENTE DA AMERICAS FAZ TEMPO, NUNCA TIVE PROBLEMAS. PORÉM, ESTA LOJA ""targaryen"", FOI A MINHA PRIMEIRA COMPRA E NÃO RECOMENDO, POIS NÃO CUMPREM PARA DE ENTREGA ESTABELECIDO.
",0,1
"Entrega de produto errado, comprei tapete para carro Ettios Rech modelo 2017, veio modelo Corolla",0,0
"Entregue antes do prazo prometido, muito bom! Parabéns ",1,1
" Não recebi o produto é consta no rastreamento que já foi entregue, um absurdo. ",0,0
"Cortina branca, com costura marrom , costuras torta.
Já comprei cortina nesse valor mais com bom acabamento",0,0
o produto chegou do jeito anunciado recomendo a todos.,1,1
Amei meu produto,1,1
ótimo,1,1
Achei o produto mal acabado,0,0
Entrega bem rápida. Produto conforme a descrição.,1,1
"muito bom
",1,1
"O produto devia ser entregue 27 de dezembro, até agora não entregaram .",0,0
Produto chegou corretamente e antes do prazo,1,1
chegou antesdo programado,1,1
"Comprei com 16 dias úteis para entrega, levou quase 30 dias, tentei entrar em contado com a targaryen e não tive resposta. ",0,0
Nao recebi a entrega,0,0
Produto como na foto em perfeito estado e entregue antes do prazo não tive nenhum problema ,1,1
Na história ra de entregar vi-o outro modelo de carteira! Código era 133 e veio 246,0,0
Muito Bom,1,1
Produto não funciona e sem manual de instrução.,0,0
Atencioso.,1,1
Ótima vendedor,1,1
"produto chegou antes do prazo previsto, era o que esperava",1,1
Estou aguardando o estorno do valor.,0,0
Produto não foi entregue. Não foi enviada nota fiscal. Telefone para reclamação não funciona.,0,0
"O produto atende a expectativa, funciona bem.",1,1
Procuto chegou antes do prazo e em perfeito estado. Recomendo a loja!,1,1
"Compro no shopping a anos, nunca atrasaram um pedido muito pelo contrário sempre chega antes do prazo.dessa vez não chegou até agora",0,1
"Muito bom o produto e a entrega no tempo estimado, bem mais rápido do que o esperado.",1,1
"A loja lannister entrega antes do prazo, recomendo, mas nessa tal targaryen não compro mais.",0,1
Comprei outros produtos e não tive problemas acredito que foi a falta do produto no estoque,0,0
Gostei do produto. Mas deveria vir com um manual de instruções. ,1,1
não recebi o produto ainda...,0,0
Adorei o produto,1,1
"Entrega muito antes do prometido, por isso comprar aqui é surpreender o cliente. ",1,1
"Linda a cortina!!! Entrega perfeita, parabéns Shooptaime!!!",1,1
ok,1,1
"apesar da confusão com a entrega, produto foi entregue. Agradeço",1,1
"Entrega do produto diferente do solicitado
Aguardo orientação para a troca",0,0
"O produto é bom, fácil de usar, bom para auto defesa.",1,1
Muito bom o atendimento e a entrega foi muito tempo antes do estipulado.,1,1
O entregadod tocou o portão e eu não estava. Então JOGOU o pacote pelo meu muro que tem quase 3 m de altura. Totalmente descuidado! Poderia ter quebrado o abajour que é super frágil. Não recomendo!,0,0
muito platico,1,1
So não gostei o que ouve com o preço comprei em um dia no outro dia estava 20:00 reais mais barato sem falar que o produto veio com outro nome.me dei mal,0,0
"muito bom, lindo",1,1
"Muito bom o produto, melhor que esperava e foi entregue no prazo, gostei bastante. ",1,1
entregaram antes do prazo.,1,1
"Foi entregue dentro do prazo, mas achei o prazo muito longo. Já fiz outras compras bem mais ágeis nesta loja. Quanto o produto tudo ok.",1,1
"Adoro comprar aqui.
Tenho o que necessito, em prazo mínimo. É de se ressaltar o zelo dos funcionários na embalagem dos produtos , e no trato com os clientes. Nota Mil !",1,1
fiz a compra por tabela e graças A Deus deu tudo certo fico muito grato pode confiar.,1,1
"Entrega no prazo, produto correto! Recomendo",1,1
Ótimo produto e entrega super rápida,1,1
Ótimo produto e chegou rápido ,1,1
Chegou bem antes da data prevista....,1,1
amo compra nas americana muito bom .targaryen ótima também,1,1
Meu filho amou o relógio! E mais bonito que na foto. Chegou bem antes do previsto. Super recomendo.,1,1
"Entrega antes do prazo, como sempre lojas lannister tá de parabéns ",1,1
"O produto é ótimo, o esperado. A loja super rápida sem enrolação para entregar. Gostei.",1,1
"Amei o Puff, vai ficar perfeito na minha penteadeira, altura ótima, foi muito fácil montar, ele é bem espaçoso e mega confortável! Parece ser de ótima qualidade!!!!!! Recomendo a loja targaryen!!!!",1,1
MATERIAL NÃO ENTREGUE NO PRAZO,0,1
"Recebi o produto no tempo previsto.
Agradeço",1,1
Ok,1,1
Excelente atendimento e entrega obrigado lannister...,1,1
O título do produto e claro que o agitador da lavadora é o original e esse se trata de uma peça paralela feita por outra empresa de qualidade muito inferior.Irei tomar as medidas legais cabíveis.,0,0
Perfeito! Tudo como o esperado!,1,1
Produto conforme descrito.,1,1
Tô santfeita por chegar 12 dias antes. Mais a cafeteira ainda não chegou era para chega dia 6/8,1,0
Excelente produto,1,1
"GOSTEI DO ATENDIMENTO, RECOMENDO!!!",1,1
"Exatamente o que eu estava procurando, deu certinho",1,1
Não foi entregue o produto .,0,0
Produto entregue dentro do prazo estabelecido e de ótima qualidade cumprindo os requisitos especificados no anúncio.,1,1
Ainda não consegui receber o produto em minha casa.,0,0
Entregou antes do prazo recomendado ,1,1
"Primeira vez que compro e gostei muito desde do acompanhamento do produto até a entrega . 
Muito bom",1,1
Ainda não abri a embalagem! ,0,1
Produto de ótima qualidade e chegou dentro do prazo!,1,1
Fiz uma compra de 3 produtos entregaram duas e o correio não entregou a terceira alegando que nao tinha ninguém casa! Como entregam 2 e não tem ninguém pra receber a 3ª?! Tive que retirar! Absurdo!,0,0
gosto de comprar nessa loja tenho sido bem atendido.,1,1
Muito bom. ,1,1
"Produto veio correto e entregaram no dia após a compra, mesmo com a previsão de 7 dias.",1,0
"Produto muito bom, em conformidade com minha expectativa.",1,1
Empresa comprometida com o atendimento ao cliente e idônea nos produtos que vendem ,1,1
"O vendedor entrou em contato informando que não possuía o produto da compra, diante disso foi escolhido outro no lugar.",1,0
"Muito bonita a peça ,ainda não estalei ",1,1
"O pedido, não chegou com a quantidade correta. Faltou o Suporte De Peito Cinta Peitoral Para Camera Gopro Go Pro, faltou um Adaptador Conector P2 Macho P10 Femea Estereo Microfone sendo 3.",0,0
Recomendo para todos que eu conheço !! Ótima loja virtual !! Vocês estão de parabéns!! ,1,1
"MOCHILA LINDA E SUPER CONFORTÁVEL..
AMEIIIIIIII",1,1
"muito satisfeita com a compra e o produto, entrega super rapida chegou antes da data prevista e com otima qualidade e super bonito , tudo conforme estava no anuncio valeu muito apena ter comprado .",1,1
Atendeu as expectativas,1,1
"Funciona bem, mas os botões são altos e mais duros que o original.",1,1
Muito bom,1,1
Só veio a lancheira. Falta a mochiLa ,0,0
Poderiam não cobrar o frete!Se vcs não entregam!,0,1
Produto entregue antes do prazo previsto. Excelente site.,1,1
Boa logística,1,1
Entregou bem antes do esperado.A única coisa que me desagradou foi que as bolinhas são de papel.Poderia vir escrito na descrição do produto.Mas for,1,1
ainda não recebi ,0,0
"Produto veio com defeito e não aparentava ser original, entrei em contato e aguardo retorno.",0,0
Atendimento nota 10.Produto excelente. ,1,1
Tudo ok. Conforme o anúncio.,1,1
pessimo,0,0
"Não recomento, comprei um produto e me entregaram outro, ainda queriam me convencer que eu e quem estava errada, tudo é uma confusão e burocracia péssimo péssimo, a minha sorte e que tinha as fotos.",0,0
"fonte bem pesada, e com cabos longos
aparentemente bem feita!",1,1
Produto chegou quebrado e não consigo realizar a troca pelo site da loja.,0,0
"Além do produto ser excelente, fui mt bm atendida e o produto foi entregue bm antes do prazo.... Super recomendo, o vendedor está de parabéns!!! Muito Obrigado!!! Super satisfeita...",1,1
"Recebi o relógio que comprei da Cássio no prazo estabelecido, tudo perfeito! Recomendo a stark",1,1
Comprei 2 produtos da vitaderm e só recebi uma unidade,0,0
chegou no prazo e aparentemente em ordem,1,1
O jogo de panelas e lindo e muito bom. So uma das frigideiras que soltou uns pontinhos de tinta. Mas o resto perfeito,1,1
"Ajudou a solucionar um erro do comprador, muito atencioso",1,1
"Recomendo , o produto chegou antes da data prevista para a entrega. Parabéns.",1,1
amei,1,1
"O PRODUTO NÃO ESTAVA DE ACORDO COM A FOTO ILUSTRATIVA.
FIQUEI DESEPICIONADA.",0,1
pó comprar,1,1
Tomara q dure pois é de pelinho.,1,1
Recomendo com base na minha experiência.,1,1
otimo,1,1
"eu fui na lojas lannister pra comprar no site lannister pensando ser seguro mero engano, me enviaram embalagem com nota nao sei se e e verdadeira ,o produto nao veio e paguei a vista no dinheiro.",0,0
Era para receber o produto até 19/3 e age hoje (23/3) não recebi e não sei o motivo ,0,0
Até o momento o produto não chegou. Está fora do prazo de entrega.,0,0
"Gostei muito do produto e a entrega foi super rápida. 
Após a compra só demorou 5 dias para chegar.
Recomendo ",1,1
Chegou bem antes do prazo informado!,1,1
Site confiável e chegou antes do prazo,1,1
Chegou bem antes do prazo informado,1,1
Eu não recebi o produto,0,0
Produto entregue no prazo e em perfeitas condições de uso. Muito bom!,1,1
"O produto demorou para sair da loja pelo menos 50 dias, se eu soubesse tinha comprado da china que viria mais rapido.",0,1
Não recebi o produto.,0,0
Não recebi o produto. Ia retirar hj.,0,0
"Loja muito confiavel
",1,1
Adorei,1,1
18/06 já tinha sido entregue,1,0
Comprei o cartucho esperando que fosse original. Faltaram informações / esclarecimentos de que se tratava de um produto compatível. ,0,0
"Produto excelente, entrega rápida! ",1,1
Produto excelente. Recomendo.,1,1
Produto de qualidade e entrega rápida. ,1,1
muito bom.,1,1
"achei otimo o produto, chegou 20 dias antes do combinado!! parabens!!!!!!",1,1
"Parabéns recebi antes do prazo combinado, super indico pois me manteve informado de todos os passos antes do recebimento é de pessoas responsáveis assim que precisamos... Parabéns ",1,1
Ótimo produto.chegou dentro do prazo. ,1,1
excelente,1,1
"Bom dia, gostei muito da entrega, pois a mesma foi feita bem rápida.",1,1
"Demorou 1 semana para gerar a nota , e no final nao foi entregue no prazo e ainda estou sem o produto",0,0
"nao tive problemas, indico",1,1
"entrega mais rápida que o normal, produto em perfeitas condiçoes!",1,1
MUITO BOM,1,1
"O produto é de boa qualidade, porém, comprei na cor branco e recebi na cor rosa. Não efetuei a troca pois para a utilização a cor não iria interferir, e estava com urgência.",1,0
A entrega foi feita antes do prazo. O produto foi entregue em ótimo estado! Recomendo!,1,1
Satisfação total.. Em preço e qualidade!!,1,1
"Obrigado muito base loja o produto muito bom fiquei muito satisfeito, por ser minha primeira compra com essa loja..",1,1
Produdo chegou antes do previsto. Nota 10.,1,1
O stark esta de parabéns...,1,1
O produto chegou antes da data prevista. Amei ! ,1,1
"cabo de excelente qualidade, chegou dentro do prazo.",1,1
negócio realizado com sinceridade e no tempo estabelecido. obrigado.,1,1
"Aparentemente é bom, falta receber outros produtos para saber se realmente é efetivo. Aparência legal.",1,1
Atraso na entrega.,0,0
Estou satisfeito. ,1,1
"Peças lindas, feitas com muita delicadeza, adorei o brinde. Gratidão pelo elefantinho e o cartão com palavras tão carinhosas. ",1,1
"Sem surpresas, tudo foi entregue dentro do prazo e como encomendado. Faltou um ítem que faltou no estoque mas esta dentro do prazo.",1,1
Recebido antes do prazo e em perfeitas condições. ,1,1
"o produto é falso, ridiculo!",0,0
OEQUIPAMENTO NÃO FUNCIONA. O mini cartao SD nao encaixa e o computador não reconhece quando é conectado com o cabo USB,0,0
Chegou em bom estado o prazo era dr 20 dias e chegou em 11... recomendo essa loja... continuarei comprando mais!,1,1
Comprei um modelo de motor deslizante e mandaram outro diferente.....,0,0
Super satisfeito,1,1
"TUDO CERTO, COMO SEMPRE!",1,1
"O Produto é muito bom e Bonito, recebe antes do prazo, tudo ok. ",1,1
Produto chegou no prazo e em perfeito estado. Corresponde ao que foi informado no site.,1,1
"Por favor, mudem as especificações do produto. No anuncio existe um comentário de que a mochila aberta fica com 64cm. Não fica! Isso é propaganda enganosa. Comprei pensando nessa medida e me dei mal. ",0,0
Muito bom!!!,1,1
"A entrega de produtos de parceiros deveria ser baratheon . Correios é complicado, detona um nome bem construído.",0,1
Só achei que o material do jogo fosse mais resistente. Mas ta bom.,1,1
duvidas:gostaria de saber se esse produto e mesmo original?a principio veio direitinho.,1,0
"bonita cadeira, fácil de montar, satisfez meu interesse",1,1
otima,1,1
"Faltando parte do produto, já foi solicitada a devolução.",0,0
Achei que cobriria mais metros quadrados. ,0,1
"Parabéns pelo trabalho, o produto foi entregue corretamente e ainda antes do prazo.
",1,1
MUITO BOM,1,1
"SUPER RÁPIDA,SUPER RECOMENDO",1,1
"Antes do esperado, bem embalado, amei... com certeza farei outras compras",1,1
"Produto muito bom.
Recomendo á todos.
",1,1
CORREIO TA UMA DROGA,1,1
excelente chegou antes do prazos,1,1
"O prazo máximo de entrega seria dia 27 de abril, e até a presente data não recebi o produto.",0,0
"O tapete é lindo, minha bebê amou!",1,1
"Na entrega veio faltando os dois assento futon que eu comprei fora do kit.
Ou seja só entregaram os kits. Continuo aguardando o contato de vocês. ",0,0
"Amei, só achei caro ",1,1
"Recomendo,produto de boa qualidade.",1,1
gostei muito linda,1,1
loja muito eficiente.. recomendo!!!,1,1
Lindo! Porém as toalhas são muito finas. ,1,1
"Estou satisfeita com o serviço , rápido,bem embalado.E o produto é muito bom.",1,1
Comprei o modelo Master (com prateleira) e me enviaram o Standard (sem). Solicitei cancelamento e devolução ,0,0
"Sempre tive um certo receio de fazer compras pela Internet, resolvi comprar por insistência dos filhos e graças a Deus nunca tive problemas os produtos que comprei no stark sempre foram entregue",1,1
Produto cumpre o que promete ,1,1
Recomendo. Pois o produto que comprei chegou bem antes do esperado. ,1,1
Prazo de entrega cumprido!,1,0
chegou antes do prazo,1,1
Muito bom,1,1
Americas.com sempre empeçável ,1,1
"Entrega rápida e produto de qualidade.
",1,1
Muito bom,1,1
bom produto e chegou rapido,1,1
"Ótimo produto, tamanho bom, maior do que imaginei. Compraria de novo.",1,1
bom produto,1,1
Bom é eficiente na entrega ,1,1
Tudo correu dentro do prometido.,1,1
Muito obrigado pela rapidez,1,1
Excelente produto,1,1
O produto é muito bom.,1,1
Chegou minha encomenda como pedi no prazo certo obrigada! ,1,1
Ta muito dificil comprar com as lannister levei quase 30 dias pra receber meu produto nao recomendo pela demora ,1,0
nao tive problemas,1,1
Foi entregue antes do prazo! Adorei!,1,1
Ainda não recebi todos os produtos,0,0
Gostaria de saber se vai entregar ainda ,0,0
"Gostei muito da loja, entregou antes do prazo estipulado!!",1,1
Entrega antes do prazo!!! Recebi o produto em 03 dias!!!,1,1
Bom dia!estou insatisfeita com a demora,0,0
Recomendo o produto muito bom. Pensei q seria mais grande mais goste igual. ,1,1
"O produto não foi entregue, tento falar com a empresa lannister e targaryene e só da instabilidade de página! Nem mesmo consigo cancelar minha compra! Total desrespeito com o cliente! ",0,0
"Adorei o produto, tudo perfeito e o melhor chegou com muita antecedência da data da entrega. Sou cliente a anos das lannister. Eu recomendo a loja lannister e o parceiro targaryen. ",1,1
"A única condição é enviar a encomenda separada, comprado 3 produtos na mesma loja e enviado cada um no dia sendo que um deles por ser dois itens ainda bem separado",0,0
"produto lindo, qualidade e preço excelentes.
Entrega antes do prazo previsto.",1,1
Tudo certo.,1,1
"Eu recomendo muito o produto, além de tudo a entrega foi muito rápida.",1,1
"O relógio é lindo, amei, Super recomendo.",1,1
"O pedido demorou vários dias para ser apenas faturado! sob a justificativa de que cumpria o prazo elastecido que colocam! Cancelei o pedido e mesmo assim enviaram! Recusei a entrega, não quero mais",0,0
"Compressor para secar veículos, nesse propósito ele foi exemplar. A carcaça é de um plástico que não aparenta ser resistente, mas só o tempo dirá. O fluxo de vento é ótimo.",1,1
"super recomendo, ótimo produto além de receber a encomenda bem antes do prazo.",1,1
Ótima compra! Entrega rápida! Priduto de qualidade!,1,1
Muito bom e o prazo excelente.,1,1
"RECEBI E-MAIL DE CONFIRMAÇÃO DE UM PRODUTO QUE AINDA NÃO FOI ENTREGUE. DAS VÁRIAS COMPRAS RECENTES QUE FIZ COM A stark, ESTE É O UNICO PRODUTO QUE AINDA NÃO FOI ENTREGUE. ",0,0
entregue antes do prazo muito bom,1,1
"Loja lannister sempre surpreendendo com as entregas, super rápida parabéns pelo comprometimento com nós clientes.",1,1
"o produto chegou bem antes do prazo, da maneira que eu imaginava..parabéns",1,1
"O produto não foi entregue. Comprei outros produtos junto com esse, os outros foram entregue ainda em dezembro e esse até o momento não foi entregue. ",0,0
Linda mochila..Preço justo...Excelente material.,1,1
"O Produto é bom, mas não deveria ter espaços tão grandes nos buracos, muriçocas podem atravessa-los, embora, com dificuldade. E só por isso não dei 5 estrelas.",1,1
Recebi o produto dentro do prazo.tudo ok,1,1
excelente. ,1,1
"Chegou direitinho, sem nada quebrado, embalagem adequada e protegida, visto que é material que pode quebrar no transporte",1,0
"Embora eu ainda nao instalei, mas me parece um produto muito bom, chegou rapido, bem antes da data da entrega. Recomendo a todos. ",1,1
muito bom,1,1
A loja me ligou informando que a transportadora está com dificuldades para finalizar a entrega.,0,1
Serviço eficiente Ok ,1,1
mt bom o produto,1,1
Atingiu minhas expectativas 👏🏽👏🏽,1,1
Otima qualidade e de fácil aplicação ,1,1
"Ainda aguardando. Prometeram entregar esta semana. 
Na verdade em comprei em 7 de Março e nao de abril.",0,0
Compra feita a mais de 10 dias e não foi entregue ainda,0,0
"amei o produto,agilidade na entrega,chegou muito antes do prazo,parabens, a targaryen super recomendo,a capa carteira e simplesmente perfeita nota 1000",1,1
"Produto entregue em boas condições, numa embalagem bem segura, no prazo informado. ",1,1
SATIFEITO COM O PRETENDIDO,1,1
A mercadoria foi entregue no prazo eu recomendo a todos .,1,1
A minha tinha zíper essa é da loba,0,1
Amei....e chegou dentro do prazo. É igual o da foto...super estou usando.,1,1
"Mochila aparentemente fraca,parece ser uma mochila comum e não de rodinhas.
Não gostei da qualidade da mochila,esperava mais.
",0,1
"Comprei Feno Grego, me entregaram Ginkgo Biloba e peço ENCARECIDAMENTE que realizem a troca na minha residência.
Obrigada!",0,0
O produto chegou bem rápido. Produto de ótima qualidade. Recomendo,1,1
"Parabéns para lannister.com, compra super tranquila.",1,1
Recebi até antes do prazo esperado. Excelente!! Recomendo com louvor.,1,1
Não recebi a fronha de travesseiro de corpo,0,1
"EXCELENTE PRODUTO, ENTEGUE NO PRAZO ESTIPULADO E ÓTIMA QUALIDADE",1,1
"Tamanho meio pequeno e a grama sintética tem pouca qualidade, esperava algo um pouco mais resistente. Mas pelo valor compensou. Conforme a imagem ",1,1
O produto foi exatamente o que eu solicitei e ainda me enviaram uma fita métrica e um lápis para marcação. Show! obrigada! Super indico. ,1,1
Até agora não recebi meu produto ,0,0
Tudo muito bom.,1,1
"Me deslocar para retirar o produto nos correios . Não consegui rastrear o produto é isso gerou desconfiança qdo e se receberia. Um email se referiu a problemas na entrega, sem explicaçoes claras.",0,0
"Produtos entregue antes da data, Recomendo.",1,1
muito bom e foi entregue,1,1
"O produto chegou muito rápido, em ótimo estado, só achei pouca a proteção dentro da caixa, mas ficou tudo ok. Lojista altamente recomendável.",1,1
"Pela segunda vez não recebi o produto comprado na loja lannister.com.

1ª - Um livro ""Aves Brasileiras.
2ª Remédio ""Moringa Aleífera.

Solicito providências, caso contrário, tomarei as medidas c",0,0
O produto não foi entregue até o momento!,0,0
Recebido conforme esperava,0,1
"Nao creio que essa capa vá durar, material mole e de aparência frágil, pelo preço deveria ser melhor",0,0
otima qualidade,1,1
Estou no aguardo do produto !! ,0,0
Fiquei muito desapontado com o extravio do meu pedido.,0,0
"recebi rapidamente, antes do que esperava",1,1
"Bom para aplicação de defensivos e adubos diluídos. Produto reforçado, boa pressão, mas esguicho bem fraco.",1,1
" Estou a dias esperando a mercadoria , já fui no correios , e não deixaram retirar !!! ",0,0
"É um kit bom de qualidade, no entanto o pincel de esfumar é muito magrinho.",1,1
"Ainda não recebi o produto. Fiz a compra do produto a 30 dias, e estou muito insatisfeito. Até Agora meu problema não foi resolvido",0,0
"Entrega nao foi feita, e tive grande dificuldade para obter uma explicavao e tentar resolver. Ate agora ainda nao esta resolvido.",0,0
"Não recebi o pedido completo ,veio faltando 1 jogo de toalhas.Comprei 2 jogos Nota Fiscal 001689. Aguardo solução urgente.Faltou jogo vermelho.Fornecedor Ibitinga Decora.Aguardo solução urgente ",0,0
Muito bom rápido a entrega ,1,1
Produto chegou conforme combinado. Recomendo o site pra todos. ,1,1
"Gostei da luva, preço acessível e entrega rápida!",1,1
"Ate hoje não recebi e percebi que deram como se eu tivesse pedido devolução, ",0,0
"Bem confortável, meu filho amou.",1,1
Fiquei super satisfeita pois o produto foi entregue antes da data prevista,1,1
"Me manda um relógio Oakley tank falso,tentei entrar em contato com a empresa e não obtive sucesso. ",0,0
